EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,BusinessTravel,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,DistanceFromHome,Attrition
EMP0174,24,Female,Finance,Finance Manager,College,Life Sciences,Divorced,Travel_Rarely,11802,14,0,0,0,6,6,No,1,1,4,4,4,3,5,Yes
EMP0175,37,Male,Research & Development,Laboratory Technician,Bachelor,Other,Married,Travel_Rarely,2494,16,0,0,0,0,4,No,3,1,3,3,2,3,15,No
EMP0176,53,Male,Finance,Accountant,Master,Other,Single,Travel_Rarely,6529,12,13,3,6,17,2,Yes,1,2,4,2,2,3,4,Yes
EMP0177,49,Female,Sales,Sales Representative,Master,Medical,Single,Travel_Rarely,4200,16,10,6,6,16,2,No,3,2,4,4,4,4,13,No
EMP0178,50,Female,IT,IT Support,Master,Human Resources,Married,Travel_Rarely,5967,23,15,14,12,22,2,Yes,1,3,4,4,2,3,25,No
EMP0179,36,Male,Finance,Finance Manager,Bachelor,Life Sciences,Married,Travel_Rarely,13066,19,12,4,10,19,2,No,2,4,1,4,4,4,2,No
EMP0180,24,Female,Research & Development,Research Director,College,Life Sciences,Divorced,Travel_Rarely,13503,13,2,0,1,7,4,No,4,4,2,4,4,4,13,No
EMP0181,50,Male,Marketing,Marketing Executive,Bachelor,Other,Divorced,Travel_Rarely,5033,21,2,2,2,7,6,No,3,2,4,3,4,4,28,No
EMP0182,46,Male,Sales,Sales Manager,Master,Technical Degree,Married,Travel_Rarely,10529,24,3,3,0,4,7,Yes,3,4,2,4,1,3,23,No
EMP0183,47,Female,Human Resources,HR Executive,Master,Other,Divorced,Travel_Rarely,5326,22,3,1,0,7,6,No,2,1,1,3,2,3,16,Yes
EMP0184,33,Male,Sales,Sales Representative,Master,Human Resources,Married,Travel_Frequently,4228,16,2,1,2,3,1,No,1,3,3,2,3,3,7,Yes
EMP0185,25,Male,IT,Data Analyst,Bachelor,Other,Married,Travel_Rarely,8059,22,3,2,2,8,7,Yes,1,4,4,1,1,3,14,No
EMP0186,50,Female,IT,IT Manager,Master,Marketing,Divorced,Travel_Rarely,14585,11,6,4,5,7,6,No,2,1,4,2,4,4,16,No
EMP0187,56,Male,Research & Development,Research Scientist,Bachelor,Medical,Married,Travel_Rarely,9087,15,19,10,18,24,4,No,3,2,2,3,2,4,29,Yes
EMP0188,25,Male,Human Resources,HR Executive,Master,Marketing,Married,Travel_Rarely,5187,12,0,0,0,4,1,No,2,1,3,1,4,3,4,Yes
EMP0189,41,Female,IT,IT Support,Master,Life Sciences,Single,Travel_Rarely,5003,12,5,0,5,7,0,Yes,3,3,2,2,4,4,7,No
EMP0190,33,Female,Human Resources,Recruiter,Doctor,Marketing,Married,Travel_Frequently,4543,24,5,5,1,11,4,No,2,4,2,4,1,3,13,No
EMP0191,23,Male,Human Resources,HR Executive,Master,Marketing,Single,Travel_Frequently,5011,21,1,1,1,3,6,No,2,4,4,1,4,3,24,No
EMP0192,44,Female,Sales,Sales Executive,Master,Medical,Divorced,Non-Travel,6430,17,8,2,2,11,2,No,1,4,3,3,1,3,2,Yes
EMP0193,55,Female,Sales,Sales Representative,Bachelor,Human Resources,Single,Non-Travel,5338,15,19,17,5,26,6,No,4,3,1,2,1,4,28,Yes
EMP0194,34,Female,Research & Development,Research Scientist,College,Other,Married,Travel_Rarely,7980,16,3,0,1,8,7,No,3,4,3,4,3,3,3,No
EMP0195,44,Female,Sales,Sales Representative,Bachelor,Human Resources,Divorced,Travel_Frequently,5747,18,16,0,9,16,3,No,2,1,2,1,1,3,26,No
EMP0196,34,Female,Sales,Sales Representative,College,Marketing,Married,Travel_Rarely,4606,12,8,5,2,11,5,Yes,4,3,3,4,3,4,22,Yes
EMP0197,29,Male,Sales,Sales Manager,Doctor,Other,Single,Travel_Rarely,10589,16,0,0,0,4,2,Yes,4,4,1,2,3,3,10,No
EMP0198,33,Male,Research & Development,Research Director,Below College,Medical,Married,Travel_Rarely,14256,24,0,0,0,2,4,No,4,1,3,1,3,3,17,Yes
EMP0199,22,Female,Sales,Sales Executive,Bachelor,Life Sciences,Married,Travel_Rarely,5113,20,0,0,0,6,6,Yes,4,2,3,1,3,3,2,Yes
EMP0200,38,Female,IT,Data Analyst,Bachelor,Human Resources,Single,Non-Travel,8332,23,6,4,1,10,0,No,3,1,2,1,4,3,25,No
EMP0201,22,Male,Research & Development,Laboratory Technician,Bachelor,Medical,Married,Travel_Rarely,2407,19,0,0,0,3,2,No,4,3,4,1,1,3,17,Yes
EMP0202,50,Male,Sales,Sales Representative,Below College,Marketing,Single,Non-Travel,7207,12,20,20,7,26,6,No,2,1,1,4,3,3,28,Yes
EMP0203,40,Male,Human Resources,HR Manager,Bachelor,Marketing,Single,Travel_Rarely,11794,16,5,3,1,10,7,No,2,1,3,4,2,3,24,No
EMP0204,39,Male,Research & Development,Research Scientist,Bachelor,Medical,Single,Non-Travel,10217,12,15,7,0,21,5,No,4,2,4,3,1,3,10,No
EMP0205,31,Male,IT,IT Manager,Master,Technical Degree,Single,Travel_Rarely,13575,11,2,2,0,4,0,No,3,3,4,1,1,3,22,No
EMP0206,24,Female,Sales,Sales Representative,Master,Life Sciences,Married,Travel_Rarely,3948,15,1,0,0,4,2,No,2,1,1,4,2,3,16,Yes
EMP0207,25,Male,Sales,Sales Manager,Bachelor,Human Resources,Single,Travel_Frequently,11596,13,2,1,0,5,4,No,4,2,2,1,4,3,5,No
EMP0208,22,Male,Sales,Sales Representative,Bachelor,Other,Single,Travel_Frequently,2761,21,0,0,0,7,4,No,4,4,4,3,2,4,24,No
EMP0209,52,Male,Research & Development,Research Director,Bachelor,Life Sciences,Married,Travel_Rarely,12767,11,19,11,0,25,0,No,1,3,2,2,2,4,6,No
EMP0210,27,Female,Research & Development,Laboratory Technician,Master,Life Sciences,Married,Travel_Frequently,2724,16,2,1,1,8,1,No,1,3,1,1,3,3,20,Yes
EMP0211,39,Male,Sales,Sales Manager,Master,Medical,Divorced,Travel_Frequently,11543,22,3,0,0,8,4,No,3,3,3,3,3,3,29,No
EMP0212,22,Male,Research & Development,Research Director,Doctor,Technical Degree,Married,Travel_Rarely,11903,16,0,0,0,2,4,No,2,4,2,1,4,3,2,No
EMP0213,29,Male,Human Resources,HR Manager,Bachelor,Medical,Married,Travel_Rarely,11967,12,7,6,2,13,3,No,4,3,4,4,3,3,2,No
EMP0214,44,Male,IT,Software Engineer,Bachelor,Marketing,Married,Travel_Frequently,7117,17,4,1,4,9,2,No,2,4,2,2,3,3,17,Yes
EMP0215,25,Female,Finance,Finance Manager,Below College,Technical Degree,Single,Travel_Rarely,9810,16,0,0,0,0,1,No,4,2,3,2,1,3,17,Yes
EMP0216,44,Male,Research & Development,Research Scientist,Bachelor,Life Sciences,Single,Travel_Rarely,7996,24,9,2,4,15,7,No,1,4,2,1,4,3,2,No
EMP0217,32,Male,Sales,Sales Manager,Master,Marketing,Married,Non-Travel,9161,24,4,4,4,10,3,Yes,4,2,4,1,2,4,11,No
EMP0218,33,Male,Research & Development,Manager,Bachelor,Marketing,Divorced,Travel_Rarely,13262,21,11,3,6,16,7,No,3,3,3,4,3,3,4,No
EMP0219,47,Female,IT,Software Engineer,Bachelor,Other,Married,Travel_Rarely,9416,15,15,3,11,20,4,No,2,3,4,2,2,3,5,No
EMP0220,50,Female,IT,IT Manager,Bachelor,Technical Degree,Divorced,Travel_Rarely,13458,12,19,5,3,20,6,No,1,2,4,2,1,3,19,Yes
EMP0221,36,Male,Research & Development,Laboratory Technician,Bachelor,Technical Degree,Divorced,Travel_Rarely,4591,15,8,3,8,15,7,Yes,4,3,2,3,1,3,3,No
EMP0222,52,Male,Human Resources,HR Executive,Master,Medical,Married,Travel_Rarely,7944,11,18,1,9,19,0,No,4,4,4,2,3,4,1,No
EMP0223,22,Female,Research & Development,Manager,Bachelor,Medical,Divorced,Travel_Frequently,10275,12,0,0,0,6,0,No,2,4,4,4,3,3,16,No
EMP0224,51,Female,Sales,Sales Representative,Below College,Life Sciences,Divorced,Travel_Rarely,7271,23,19,5,9,22,0,Yes,4,1,2,2,3,3,2,No
EMP0225,33,Female,Research & Development,Research Scientist,Doctor,Human Resources,Divorced,Travel_Rarely,8413,14,9,8,9,16,3,Yes,3,4,2,1,3,3,29,Yes
EMP0226,31,Female,Sales,Sales Executive,Master,Technical Degree,Married,Travel_Rarely,6977,18,4,1,1,11,6,No,2,4,1,4,2,3,13,No
EMP0227,26,Female,Sales,Sales Manager,Doctor,Other,Divorced,Travel_Rarely,10852,24,3,0,3,5,4,Yes,2,4,4,1,1,4,27,Yes
EMP0228,35,Male,Research & Development,Manager,College,Life Sciences,Married,Travel_Rarely,12479,13,10,0,4,16,4,No,2,2,2,3,4,4,28,No
EMP0229,22,Female,Sales,Sales Manager,Master,Medical,Married,Travel_Rarely,8599,21,0,0,0,3,1,No,3,3,2,4,3,3,29,No
EMP0230,50,Female,IT,IT Manager,Master,Human Resources,Married,Travel_Rarely,15392,21,15,2,0,17,3,No,4,4,4,1,4,4,20,No
EMP0231,43,Female,Research & Development,Research Scientist,Bachelor,Other,Single,Travel_Rarely,8326,13,10,2,7,13,2,No,2,3,3,1,4,4,6,No
EMP0232,27,Female,Research & Development,Research Director,Master,Other,Married,Travel_Rarely,13865,13,5,3,5,5,4,Yes,4,4,3,4,2,4,5,No
EMP0233,34,Male,Sales,Sales Executive,Bachelor,Life Sciences,Married,Non-Travel,7465,21,8,5,5,8,2,No,4,1,3,2,2,3,1,Yes
EMP0234,56,Male,Research & Development,Laboratory Technician,Bachelor,Life Sciences,Divorced,Travel_Rarely,5529,23,16,2,15,21,1,No,3,2,4,1,3,3,17,No
EMP0235,28,Male,Sales,Sales Representative,College,Human Resources,Single,Travel_Rarely,3628,22,4,1,2,7,3,Yes,2,4,1,4,3,3,27,Yes
EMP0236,39,Male,Finance,Financial Analyst,Master,Technical Degree,Divorced,Travel_Rarely,7179,15,15,2,14,17,4,No,1,3,4,2,2,3,7,Yes
EMP0237,47,Female,Finance,Finance Manager,Doctor,Marketing,Married,Travel_Frequently,13725,16,22,12,5,27,3,No,3,1,2,3,2,4,23,No
EMP0238,36,Female,Sales,Sales Manager,Master,Medical,Single,Travel_Rarely,8614,13,1,1,0,5,7,No,3,3,2,4,2,3,22,Yes
EMP0239,27,Male,Sales,Sales Manager,Master,Medical,Single,Travel_Frequently,8225,24,1,0,0,1,2,No,3,4,4,4,3,3,7,Yes
EMP0240,50,Male,Research & Development,Research Director,Bachelor,Marketing,Single,Non-Travel,13383,13,14,2,2,15,6,No,2,4,3,2,1,4,16,No
EMP0241,35,Male,Human Resources,HR Executive,College,Technical Degree,Divorced,Travel_Rarely,6125,19,12,4,8,18,5,No,2,4,1,1,4,3,16,No
EMP0242,44,Male,Finance,Accountant,Bachelor,Technical Degree,Married,Non-Travel,5580,23,10,5,4,12,0,No,3,2,4,2,3,3,2,No
EMP0243,29,Male,Sales,Sales Representative,Bachelor,Life Sciences,Married,Travel_Frequently,3431,16,5,5,4,9,6,No,2,3,2,2,2,3,21,No
EMP0244,45,Male,Finance,Financial Analyst,College,Other,Single,Travel_Rarely,8015,18,8,0,2,10,1,No,2,3,2,4,3,3,3,No
EMP0245,34,Female,Research & Development,Laboratory Technician,Bachelor,Marketing,Married,Travel_Rarely,3215,22,6,3,5,11,6,No,1,2,4,4,3,4,13,No
EMP0246,36,Male,Human Resources,Recruiter,Master,Marketing,Married,Travel_Rarely,3947,21,0,0,0,4,6,Yes,1,4,2,4,3,4,21,Yes
EMP0247,34,Female,IT,IT Manager,Below College,Other,Single,Non-Travel,11234,11,0,0,0,6,4,No,4,1,2,1,2,3,3,Yes
EMP0248,39,Male,Sales,Sales Manager,Master,Marketing,Single,Travel_Rarely,12178,23,16,12,2,21,0,No,1,4,2,3,2,4,2,No
EMP0249,39,Male,Sales,Sales Manager,Bachelor,Technical Degree,Married,Travel_Rarely,10458,19,1,0,0,5,0,No,4,3,3,3,2,4,26,No
EMP0250,56,Female,Marketing,Content Specialist,Below College,Other,Single,Non-Travel,8140,12,24,19,4,30,2,No,3,2,1,1,4,4,3,Yes
EMP0251,34,Female,IT,IT Support,Bachelor,Marketing,Divorced,Travel_Rarely,3930,14,3,3,0,6,6,No,3,2,2,4,4,3,18,No
EMP0252,38,Male,Research & Development,Research Director,Bachelor,Marketing,Married,Travel_Frequently,14307,20,12,1,8,16,7,No,3,2,3,2,3,3,24,No
EMP0253,46,Male,IT,Data Analyst,Bachelor,Technical Degree,Married,Travel_Rarely,7679,16,11,6,2,17,4,No,4,3,2,3,1,3,13,Yes
EMP0254,55,Male,IT,IT Support,Master,Other,Single,Travel_Rarely,3366,23,3,0,1,10,7,No,2,1,3,1,2,3,21,Yes
EMP0255,51,Female,Finance,Finance Manager,Bachelor,Marketing,Divorced,Travel_Rarely,11205,17,7,2,3,14,6,No,1,1,1,1,3,3,12,No
EMP0256,32,Male,Sales,Sales Manager,Master,Human Resources,Divorced,Non-Travel,10645,19,9,4,0,10,3,No,3,3,1,3,4,4,24,No
EMP0257,35,Male,Sales,Sales Representative,College,Other,Divorced,Travel_Rarely,3296,14,1,0,0,6,1,No,3,4,3,3,2,4,15,No
EMP0258,50,Female,Research & Development,Research Scientist,Bachelor,Human Resources,Married,Travel_Frequently,7562,23,1,1,1,7,4,Yes,1,2,2,4,3,3,16,No
EMP0259,38,Male,IT,IT Manager,Bachelor,Human Resources,Divorced,Non-Travel,15826,12,15,9,6,16,2,No,2,2,1,3,1,3,4,Yes
EMP0260,43,Male,Research & Development,Laboratory Technician,Master,Technical Degree,Single,Travel_Rarely,3376,12,1,0,0,6,3,No,3,1,3,1,1,3,6,Yes
EMP0261,44,Male,Sales,Sales Representative,Master,Medical,Single,Travel_Frequently,5084,23,17,9,16,21,1,No,1,1,3,3,1,3,10,No
EMP0262,43,Male,Human Resources,HR Manager,Below College,Technical Degree,Divorced,Non-Travel,11221,12,0,0,0,3,0,No,3,1,1,2,2,4,22,No
EMP0263,28,Female,Sales,Sales Manager,Bachelor,Medical,Single,Travel_Rarely,9538,24,2,1,2,2,5,No,2,1,2,3,4,4,23,No
EMP0264,43,Female,Sales,Sales Representative,College,Marketing,Divorced,Non-Travel,3038,12,2,2,2,2,7,Yes,1,1,4,1,1,3,28,Yes
EMP0265,38,Male,IT,IT Support,Bachelor,Other,Married,Travel_Rarely,4358,24,6,3,4,12,0,No,1,4,2,2,4,3,22,Yes
EMP0266,27,Male,Sales,Sales Representative,Doctor,Human Resources,Married,Travel_Frequently,3162,20,2,1,1,6,7,Yes,1,3,3,4,3,3,23,Yes
EMP0267,50,Male,Finance,Financial Analyst,Bachelor,Other,Married,Non-Travel,6751,19,2,2,2,8,1,No,1,3,3,3,2,3,4,Yes
EMP0268,54,Male,Human Resources,HR Executive,College,Human Resources,Married,Travel_Rarely,6197,19,9,2,9,11,5,No,4,3,2,3,4,3,26,No
EMP0269,46,Male,Research & Development,Laboratory Technician,Bachelor,Life Sciences,Single,Travel_Rarely,3274,18,4,2,4,9,5,Yes,2,4,1,1,4,4,8,Yes
EMP0270,42,Female,Finance,Accountant,Bachelor,Marketing,Single,Travel_Rarely,7226,15,17,9,12,17,2,No,1,2,1,1,2,4,15,No
EMP0271,40,Male,Sales,Sales Manager,Master,Marketing,Divorced,Travel_Rarely,12292,12,13,11,0,14,5,No,1,2,3,1,4,4,7,Yes
EMP0272,37,Male,Research & Development,Manager,Master,Marketing,Single,Travel_Rarely,12040,20,7,4,5,12,0,No,2,4,4,2,4,4,26,No
EMP0273,24,Female,Sales,Sales Manager,Bachelor,Technical Degree,Single,Non-Travel,11712,22,0,0,0,1,6,No,2,1,4,2,4,3,15,No
EMP0274,23,Male,Research & Development,Research Scientist,College,Medical,Married,Travel_Frequently,6849,18,1,1,0,6,5,No,2,4,4,2,4,3,21,No
EMP0275,53,Male,Research & Development,Research Director,College,Other,Single,Non-Travel,16279,17,15,2,5,18,4,No,3,1,3,3,4,4,25,No
EMP0276,45,Female,Human Resources,HR Manager,Bachelor,Technical Degree,Single,Travel_Rarely,10421,16,2,2,1,8,4,Yes,4,3,2,2,1,4,22,No
EMP0277,26,Male,IT,IT Support,Master,Human Resources,Divorced,Travel_Rarely,3977,23,2,1,0,3,4,No,3,3,3,1,3,3,10,No
EMP0278,42,Female,Research & Development,Laboratory Technician,Below College,Other,Married,Travel_Rarely,6764,17,20,11,17,25,7,No,3,1,1,2,2,4,19,Yes
EMP0279,27,Male,Sales,Sales Executive,Bachelor,Marketing,Married,Travel_Rarely,7081,19,4,0,0,6,7,No,4,4,4,4,2,3,23,No
EMP0280,54,Female,Sales,Sales Manager,Bachelor,Technical Degree,Divorced,Travel_Frequently,13217,14,20,1,17,26,1,No,3,3,2,1,2,3,4,No
EMP0281,46,Male,Research & Development,Research Scientist,Bachelor,Medical,Married,Travel_Rarely,6694,20,3,1,2,4,4,No,3,3,2,4,1,3,3,Yes
EMP0282,33,Female,IT,Data Analyst,Master,Human Resources,Married,Travel_Rarely,7075,22,1,0,1,4,3,No,2,3,1,3,2,4,13,Yes
EMP0283,36,Male,Sales,Sales Representative,Bachelor,Life Sciences,Divorced,Travel_Rarely,4837,14,9,7,6,16,6,No,1,2,1,4,3,3,27,No
EMP0284,25,Male,Sales,Sales Executive,Master,Human Resources,Divorced,Travel_Rarely,5743,22,3,3,2,7,6,No,2,1,4,4,1,3,10,No
EMP0285,35,Male,Research & Development,Laboratory Technician,Bachelor,Marketing,Single,Travel_Frequently,4583,18,10,9,5,13,6,No,1,4,1,4,3,3,18,No
EMP0286,44,Male,Sales,Sales Executive,College,Medical,Married,Travel_Rarely,7170,15,11,1,3,15,3,Yes,2,3,3,2,3,3,20,No
EMP0287,22,Female,Research & Development,Laboratory Technician,College,Marketing,Married,Travel_Rarely,3123,21,0,0,0,6,1,Yes,3,4,3,2,2,3,17,Yes
EMP0288,52,Male,Finance,Finance Manager,Bachelor,Technical Degree,Married,Travel_Rarely,11938,12,14,14,14,21,0,No,3,4,1,4,2,3,22,No
EMP0289,33,Male,IT,IT Support,Master,Other,Married,Travel_Rarely,5020,17,6,4,3,12,3,No,2,1,4,3,3,4,4,Yes
EMP0290,28,Male,Finance,Finance Manager,Bachelor,Marketing,Married,Non-Travel,9241,12,0,0,0,3,0,Yes,1,3,2,4,2,3,7,Yes
EMP0291,42,Female,Finance,Financial Analyst,Bachelor,Marketing,Married,Travel_Rarely,7231,14,16,8,16,20,1,No,1,4,2,3,3,3,6,Yes
EMP0292,48,Female,IT,Data Analyst,Bachelor,Medical,Married,Non-Travel,8316,19,20,15,13,26,2,No,4,1,4,1,2,3,25,No
EMP0293,41,Female,Research & Development,Laboratory Technician,College,Medical,Divorced,Travel_Rarely,5265,17,19,11,12,20,0,Yes,2,3,1,1,1,4,27,No
EMP0294,57,Female,Sales,Sales Manager,Bachelor,Marketing,Single,Travel_Rarely,14070,11,18,16,4,24,1,No,3,4,4,1,4,4,25,No
EMP0295,38,Female,Finance,Financial Analyst,Bachelor,Life Sciences,Married,Travel_Rarely,8118,22,10,2,6,10,2,No,1,3,4,4,4,4,27,No
EMP0296,43,Male,Sales,Sales Manager,College,Marketing,Married,Travel_Frequently,11894,21,17,15,13,24,5,No,3,1,1,2,4,3,8,No
EMP0297,39,Male,Marketing,Content Specialist,Master,Life Sciences,Married,Travel_Rarely,5238,22,4,3,3,10,3,Yes,4,2,3,2,2,3,10,Yes
EMP0298,33,Male,Research & Development,Laboratory Technician,Bachelor,Medical,Single,Travel_Rarely,3541,14,6,1,1,7,6,Yes,3,2,1,3,3,3,14,No
EMP0299,53,Female,IT,Software Engineer,Bachelor,Marketing,Married,Travel_Rarely,9157,23,2,2,1,7,2,No,4,1,4,1,3,3,13,Yes
EMP0300,25,Male,Research & Development,Manager,Master,Life Sciences,Single,Travel_Rarely,11662,16,3,2,2,5,0,No,3,3,4,4,1,4,13,No
EMP0301,49,Male,Research & Development,Manager,Bachelor,Human Resources,Divorced,Travel_Rarely,12028,13,10,10,9,15,7,No,3,4,2,4,4,4,22,Yes
EMP0302,56,Female,Human Resources,HR Executive,College,Technical Degree,Married,Travel_Rarely,5394,20,2,0,1,4,0,No,2,4,2,3,4,3,12,Yes
EMP0303,32,Male,Sales,Sales Executive,Bachelor,Medical,Married,Non-Travel,6786,16,5,4,2,10,5,No,4,1,3,4,1,4,19,No
EMP0304,36,Male,Research & Development,Laboratory Technician,Master,Human Resources,Single,Non-Travel,3521,12,9,1,6,9,2,No,4,2,2,1,1,3,26,Yes
EMP0305,26,Female,Sales,Sales Representative,Master,Marketing,Single,Travel_Rarely,3682,13,3,1,0,9,2,No,1,4,1,2,1,3,1,Yes
EMP0306,23,Female,IT,Data Analyst,Bachelor,Medical,Divorced,Travel_Rarely,7661,21,0,0,0,3,7,No,1,3,3,3,3,3,10,No
EMP0307,55,Female,Sales,Sales Representative,Master,Technical Degree,Single,Travel_Rarely,3938,11,5,4,1,6,6,No,3,2,4,1,3,3,27,No
EMP0308,24,Male,Sales,Sales Executive,Bachelor,Other,Single,Travel_Frequently,7037,12,2,2,0,9,6,Yes,2,3,2,2,2,3,21,No
EMP0309,29,Female,IT,IT Manager,Bachelor,Human Resources,Single,Non-Travel,11438,24,1,1,0,2,5,Yes,2,2,1,2,4,4,14,Yes
EMP0310,30,Male,Marketing,Marketing Executive,Master,Marketing,Divorced,Travel_Rarely,5989,18,8,7,2,8,3,No,3,1,1,2,3,3,25,No
EMP0311,27,Male,Sales,Sales Manager,Doctor,Technical Degree,Divorced,Travel_Rarely,8988,17,4,1,4,5,2,No,2,4,2,1,4,4,14,No
EMP0312,43,Male,IT,IT Manager,Bachelor,Life Sciences,Married,Travel_Rarely,11692,18,11,9,0,18,2,Yes,4,4,4,4,4,4,5,No
EMP0313,32,Male,Research & Development,Laboratory Technician,Master,Technical Degree,Married,Travel_Rarely,2943,17,1,1,0,1,7,Yes,3,3,3,4,3,4,28,No
EMP0314,56,Male,Research & Development,Manager,College,Technical Degree,Single,Travel_Rarely,12503,20,15,13,5,18,7,No,3,1,1,4,3,3,9,Yes
EMP0315,42,Male,Research & Development,Laboratory Technician,Master,Other,Married,Travel_Rarely,2723,16,3,3,3,9,1,No,2,1,1,4,4,3,7,No
EMP0316,41,Male,Sales,Sales Manager,Doctor,Human Resources,Divorced,Travel_Rarely,11492,14,1,0,0,3,0,No,4,1,3,2,3,3,4,Yes
EMP0317,50,Male,Sales,Sales Executive,Bachelor,Other,Single,Travel_Frequently,8093,23,17,13,14,22,6,Yes,4,2,2,1,1,4,20,No
EMP0318,34,Female,IT,Software Engineer,Bachelor,Medical,Single,Travel_Frequently,9248,18,3,2,1,3,0,No,4,2,4,1,2,4,29,Yes
EMP0319,23,Female,Sales,Sales Representative,Master,Medical,Single,Travel_Rarely,3344,17,1,0,1,4,1,Yes,4,3,3,3,1,3,12,No
EMP0320,46,Female,Finance,Finance Manager,Master,Technical Degree,Married,Travel_Rarely,9595,13,1,0,1,7,1,No,1,3,2,1,2,4,18,Yes
EMP0321,43,Female,Sales,Sales Representative,College,Marketing,Single,Travel_Rarely,5121,18,20,17,10,26,5,No,2,1,3,1,3,4,19,Yes
EMP0322,50,Male,Research & Development,Laboratory Technician,Bachelor,Human Resources,Single,Travel_Frequently,3847,11,6,3,0,6,0,No,3,4,3,3,2,3,11,No
EMP0323,39,Female,Research & Development,Research Director,Bachelor,Medical,Single,Travel_Rarely,14794,11,17,15,12,23,1,No,1,2,2,1,2,4,6,No
EMP0324,27,Male,IT,IT Support,College,Medical,Divorced,Travel_Frequently,3996,17,1,0,1,3,1,No,4,3,4,2,1,3,2,No
EMP0325,27,Female,Sales,Sales Manager,Master,Human Resources,Married,Non-Travel,8491,14,0,0,0,2,7,No,4,1,3,3,1,4,16,No
EMP0326,57,Male,Sales,Sales Representative,Below College,Other,Divorced,Travel_Rarely,4742,22,10,6,9,15,4,No,3,2,1,3,4,4,3,Yes
EMP0327,22,Male,Finance,Accountant,Below College,Technical Degree,Divorced,Travel_Frequently,5275,12,0,0,0,4,7,No,1,2,3,1,1,3,26,Yes
EMP0328,33,Female,Marketing,Content Specialist,Below College,Technical Degree,Married,Travel_Rarely,4973,19,1,1,1,6,0,No,1,3,1,3,3,3,2,No
EMP0329,56,Female,Finance,Finance Manager,Bachelor,Life Sciences,Divorced,Travel_Rarely,10491,23,1,0,0,5,4,No,1,1,4,3,1,3,13,No
EMP0330,56,Male,Sales,Sales Executive,Master,Medical,Single,Travel_Rarely,6756,16,11,4,1,16,1,No,3,4,1,4,3,3,7,No
EMP0331,45,Male,Marketing,Marketing Manager,Master,Medical,Single,Travel_Frequently,10328,12,15,14,11,15,1,Yes,1,4,3,4,2,3,5,Yes
EMP0332,47,Male,Sales,Sales Manager,Bachelor,Other,Divorced,Travel_Frequently,10074,11,17,13,14,17,1,No,3,1,3,1,2,3,9,No
EMP0333,38,Male,Research & Development,Research Scientist,Master,Marketing,Married,Travel_Rarely,6833,20,5,2,4,6,3,Yes,2,4,1,3,3,4,3,Yes
EMP0334,57,Male,Research & Development,Laboratory Technician,Bachelor,Other,Divorced,Travel_Rarely,4527,14,15,0,15,15,4,No,1,2,1,4,1,3,26,No
EMP0335,28,Male,IT,IT Support,Doctor,Medical,Single,Travel_Frequently,4244,11,5,1,2,11,0,No,2,4,4,4,2,3,28,No
EMP0336,41,Female,Research & Development,Manager,Master,Human Resources,Married,Travel_Rarely,11452,21,9,5,2,14,1,No,3,3,3,1,4,3,12,Yes
EMP0337,25,Male,Sales,Sales Manager,Bachelor,Life Sciences,Divorced,Travel_Rarely,11456,22,1,1,1,7,3,No,4,2,3,4,1,3,3,Yes
EMP0338,49,Male,Sales,Sales Representative,Bachelor,Life Sciences,Single,Travel_Rarely,4614,13,10,6,8,14,4,Yes,4,2,1,4,4,3,26,Yes
EMP0339,38,Female,Research & Development,Manager,Below College,Life Sciences,Single,Travel_Rarely,10304,14,10,1,5,15,7,Yes,4,1,2,2,3,3,6,Yes
EMP0340,45,Male,Sales,Sales Executive,Bachelor,Technical Degree,Divorced,Travel_Rarely,5737,12,5,1,2,10,1,Yes,4,4,1,3,4,3,14,No
EMP0341,29,Female,Research & Development,Manager,Bachelor,Technical Degree,Divorced,Travel_Rarely,11284,14,1,1,0,5,6,No,1,1,1,2,2,3,14,Yes
EMP0342,25,Male,Sales,Sales Representative,Bachelor,Human Resources,Single,Travel_Rarely,3471,15,1,1,1,8,2,Yes,3,4,3,3,2,4,26,Yes
EMP0343,39,Female,Research & Development,Research Director,Master,Other,Single,Non-Travel,11397,17,8,8,3,13,5,No,3,3,4,3,4,3,22,Yes
EMP0344,39,Female,Sales,Sales Executive,Master,Other,Married,Travel_Frequently,6079,22,10,1,5,15,3,No,1,3,2,2,1,3,8,No
EMP0345,48,Female,IT,IT Manager,Bachelor,Technical Degree,Married,Travel_Rarely,11541,15,0,0,0,2,5,Yes,1,2,4,1,2,3,23,Yes
EMP0346,43,Male,Finance,Financial Analyst,Bachelor,Technical Degree,Married,Travel_Rarely,7644,16,10,7,6,12,0,No,4,2,1,3,4,3,28,No
EMP0347,42,Male,Sales,Sales Executive,College,Life Sciences,Divorced,Travel_Rarely,7874,11,20,4,9,25,3,No,4,1,3,2,4,3,7,No
EMP0348,22,Female,Research & Development,Laboratory Technician,Bachelor,Life Sciences,Single,Travel_Frequently,3233,22,0,0,0,7,6,No,4,3,1,4,3,3,12,No
